Dataset,#TrainRelease,Classifier,FeatSel,Sampling,CostSens,TP,FP,FN,TN,Precision,Recall,AUC,Kappa
BOOKKEEPER,16,random forest,best first,no sampling,sensitive learning,1282,51,2,76,0.598,0.974,0.998,0.722
BOOKKEEPER,16,naive bayes,best first,no sampling,sensitive learning,1205,128,25,53,0.293,0.679,0.902,0.360
BOOKKEEPER,16,ibk,best first,no sampling,sensitive learning,1286,47,4,74,0.612,0.949,0.994,0.725
BOOKKEEPER,17,random forest,best first,no sampling,sensitive learning,1204,140,2,70,0.333,0.972,0.990,0.455
BOOKKEEPER,17,naive bayes,best first,no sampling,sensitive learning,1219,125,21,51,0.290,0.708,0.925,0.365
BOOKKEEPER,17,ibk,best first,no sampling,sensitive learning,1206,138,2,70,0.337,0.972,0.988,0.459
BOOKKEEPER,18,random forest,best first,no sampling,sensitive learning,1271,37,37,71,0.657,0.657,0.916,0.629
BOOKKEEPER,18,naive bayes,best first,no sampling,sensitive learning,1200,108,46,62,0.365,0.574,0.856,0.389
BOOKKEEPER,18,ibk,best first,no sampling,sensitive learning,1271,37,39,69,0.651,0.639,0.967,0.616
BOOKKEEPER,19,random forest,best first,no sampling,sensitive learning,1298,62,37,68,0.523,0.648,0.863,0.542
BOOKKEEPER,19,naive bayes,best first,no sampling,sensitive learning,1255,105,47,58,0.356,0.552,0.908,0.379
BOOKKEEPER,19,ibk,best first,no sampling,sensitive learning,1295,65,51,54,0.454,0.514,0.865,0.439
BOOKKEEPER,20,random forest,best first,no sampling,sensitive learning,1320,66,31,98,0.598,0.760,0.965,0.634
BOOKKEEPER,20,naive bayes,best first,no sampling,sensitive learning,1278,108,60,69,0.390,0.535,0.838,0.391
BOOKKEEPER,20,ibk,best first,no sampling,sensitive learning,1327,59,32,97,0.622,0.752,0.954,0.648
BOOKKEEPER,21,random forest,best first,no sampling,sensitive learning,1373,81,36,68,0.456,0.654,0.937,0.498
BOOKKEEPER,21,naive bayes,best first,no sampling,sensitive learning,1326,128,49,55,0.301,0.529,0.866,0.326
BOOKKEEPER,21,ibk,best first,no sampling,sensitive learning,1378,76,51,53,0.411,0.510,0.823,0.411
BOOKKEEPER,22,random forest,best first,no sampling,sensitive learning,1414,52,4,92,0.639,0.958,0.988,0.748
BOOKKEEPER,22,naive bayes,best first,no sampling,sensitive learning,1308,158,40,56,0.262,0.583,0.828,0.302
BOOKKEEPER,22,ibk,best first,no sampling,sensitive learning,1423,43,4,92,0.681,0.958,0.989,0.781
BOOKKEEPER,1,random forest,best first,oversampling,no cost sensitive,775,30,0,84,0.737,1.000,0.996,0.830
BOOKKEEPER,1,naive bayes,best first,oversampling,no cost sensitive,744,61,19,65,0.516,0.774,0.924,0.570
BOOKKEEPER,1,ibk,best first,oversampling,no cost sensitive,775,30,1,83,0.735,0.988,0.976,0.824
BOOKKEEPER,2,random forest,best first,oversampling,no cost sensitive,792,48,24,106,0.688,0.815,0.929,0.703
BOOKKEEPER,2,naive bayes,best first,oversampling,no cost sensitive,755,85,64,66,0.437,0.508,0.858,0.381
BOOKKEEPER,2,ibk,best first,oversampling,no cost sensitive,793,47,24,106,0.693,0.815,0.939,0.707
BOOKKEEPER,3,random forest,best first,oversampling,no cost sensitive,789,49,4,128,0.723,0.970,0.988,0.797
BOOKKEEPER,3,naive bayes,best first,oversampling,no cost sensitive,751,87,64,68,0.439,0.515,0.861,0.383
BOOKKEEPER,3,ibk,best first,oversampling,no cost sensitive,791,47,3,129,0.733,0.977,0.985,0.808
BOOKKEEPER,4,random forest,best first,oversampling,no cost sensitive,804,51,17,153,0.750,0.900,0.966,0.778
BOOKKEEPER,4,naive bayes,best first,oversampling,no cost sensitive,739,116,76,94,0.448,0.553,0.881,0.381
BOOKKEEPER,4,ibk,best first,oversampling,no cost sensitive,804,51,21,149,0.745,0.876,0.971,0.763
BOOKKEEPER,5,random forest,best first,oversampling,no cost sensitive,804,51,6,169,0.768,0.966,0.987,0.822
BOOKKEEPER,5,naive bayes,best first,oversampling,no cost sensitive,741,114,75,100,0.467,0.571,0.886,0.402
BOOKKEEPER,5,ibk,best first,oversampling,no cost sensitive,804,51,9,166,0.765,0.949,0.980,0.811
BOOKKEEPER,6,random forest,best first,oversampling,no cost sensitive,802,152,6,94,0.382,0.940,0.938,0.472
BOOKKEEPER,6,naive bayes,best first,oversampling,no cost sensitive,825,129,39,61,0.321,0.610,0.880,0.338
BOOKKEEPER,6,ibk,best first,oversampling,no cost sensitive,811,143,5,95,0.399,0.950,0.917,0.495
BOOKKEEPER,7,random forest,best first,oversampling,no cost sensitive,812,249,3,46,0.156,0.939,0.893,0.207
BOOKKEEPER,7,naive bayes,best first,oversampling,no cost sensitive,876,185,25,24,0.115,0.490,0.789,0.123
BOOKKEEPER,7,ibk,best first,oversampling,no cost sensitive,818,243,4,45,0.156,0.918,0.877,0.207
BOOKKEEPER,8,random forest,best first,oversampling,no cost sensitive,867,198,5,47,0.192,0.904,0.916,0.260
BOOKKEEPER,8,naive bayes,best first,oversampling,no cost sensitive,919,146,20,32,0.180,0.615,0.874,0.222
BOOKKEEPER,8,ibk,best first,oversampling,no cost sensitive,861,204,5,47,0.187,0.904,0.905,0.253
BOOKKEEPER,9,random forest,best first,oversampling,no cost sensitive,1043,231,9,40,0.148,0.816,0.902,0.200
BOOKKEEPER,9,naive bayes,best first,oversampling,no cost sensitive,1126,148,13,36,0.196,0.735,0.910,0.266
BOOKKEEPER,9,ibk,best first,oversampling,no cost sensitive,1041,233,12,37,0.137,0.755,0.891,0.181
BOOKKEEPER,10,random forest,best first,oversampling,no cost sensitive,1188,83,9,51,0.381,0.850,0.959,0.494
BOOKKEEPER,10,naive bayes,best first,oversampling,no cost sensitive,1180,91,18,42,0.316,0.700,0.930,0.398
BOOKKEEPER,10,ibk,best first,oversampling,no cost sensitive,1127,144,11,49,0.254,0.817,0.918,0.342
BOOKKEEPER,11,random forest,best first,oversampling,no cost sensitive,1095,212,20,47,0.181,0.701,0.888,0.229
BOOKKEEPER,11,naive bayes,best first,oversampling,no cost sensitive,1109,198,14,53,0.211,0.791,0.909,0.278
BOOKKEEPER,11,ibk,best first,oversampling,no cost sensitive,1114,193,23,44,0.186,0.657,0.886,0.231
BOOKKEEPER,12,random forest,best first,oversampling,no cost sensitive,1145,161,4,67,0.294,0.944,0.977,0.401
BOOKKEEPER,12,naive bayes,best first,oversampling,no cost sensitive,1138,168,16,55,0.247,0.775,0.914,0.321
BOOKKEEPER,12,ibk,best first,oversampling,no cost sensitive,1146,160,7,64,0.286,0.901,0.955,0.386
BOOKKEEPER,13,random forest,best first,oversampling,no cost sensitive,1144,154,8,72,0.319,0.900,0.965,0.421
BOOKKEEPER,13,naive bayes,best first,oversampling,no cost sensitive,1132,166,21,59,0.262,0.738,0.912,0.329
BOOKKEEPER,13,ibk,best first,oversampling,no cost sensitive,1145,153,7,73,0.323,0.913,0.964,0.428
BOOKKEEPER,14,random forest,best first,oversampling,no cost sensitive,1232,69,12,69,0.500,0.852,0.982,0.601
BOOKKEEPER,14,naive bayes,best first,oversampling,no cost sensitive,1175,126,30,51,0.288,0.630,0.892,0.342
BOOKKEEPER,14,ibk,best first,oversampling,no cost sensitive,1245,56,10,71,0.559,0.877,0.976,0.658
BOOKKEEPER,15,random forest,best first,oversampling,no cost sensitive,1166,156,7,74,0.322,0.914,0.972,0.427
BOOKKEEPER,15,naive bayes,best first,oversampling,no cost sensitive,1194,128,25,56,0.304,0.691,0.907,0.372
BOOKKEEPER,15,ibk,best first,oversampling,no cost sensitive,1168,154,5,76,0.330,0.938,0.979,0.441
BOOKKEEPER,16,random forest,best first,oversampling,no cost sensitive,1262,71,1,77,0.520,0.987,0.996,0.657
BOOKKEEPER,16,naive bayes,best first,oversampling,no cost sensitive,1203,130,24,54,0.293,0.692,0.902,0.363
BOOKKEEPER,16,ibk,best first,oversampling,no cost sensitive,1266,67,3,75,0.528,0.962,0.988,0.657
BOOKKEEPER,17,random forest,best first,oversampling,no cost sensitive,1175,169,2,70,0.293,0.972,0.987,0.404
BOOKKEEPER,17,naive bayes,best first,oversampling,no cost sensitive,1211,133,21,51,0.277,0.708,0.925,0.351
BOOKKEEPER,17,ibk,best first,oversampling,no cost sensitive,1180,164,2,70,0.299,0.972,0.982,0.412
BOOKKEEPER,18,random forest,best first,oversampling,no cost sensitive,1261,47,32,76,0.618,0.704,0.920,0.628
BOOKKEEPER,18,naive bayes,best first,oversampling,no cost sensitive,1198,110,46,62,0.360,0.574,0.856,0.385
BOOKKEEPER,18,ibk,best first,oversampling,no cost sensitive,1258,50,33,75,0.600,0.694,0.934,0.612
BOOKKEEPER,19,random forest,best first,oversampling,no cost sensitive,1286,74,32,73,0.497,0.695,0.859,0.541
BOOKKEEPER,19,naive bayes,best first,oversampling,no cost sensitive,1251,109,46,59,0.351,0.562,0.908,0.377
BOOKKEEPER,19,ibk,best first,oversampling,no cost sensitive,1262,98,45,60,0.380,0.571,0.866,0.405
BOOKKEEPER,20,random forest,best first,oversampling,no cost sensitive,1296,90,27,102,0.531,0.791,0.961,0.594
BOOKKEEPER,20,naive bayes,best first,oversampling,no cost sensitive,1272,114,60,69,0.377,0.535,0.837,0.380
BOOKKEEPER,20,ibk,best first,oversampling,no cost sensitive,1303,83,28,101,0.549,0.783,0.935,0.606
BOOKKEEPER,21,random forest,best first,oversampling,no cost sensitive,1344,110,26,78,0.415,0.750,0.947,0.490
BOOKKEEPER,21,naive bayes,best first,oversampling,no cost sensitive,1324,130,47,57,0.305,0.548,0.867,0.335
BOOKKEEPER,21,ibk,best first,oversampling,no cost sensitive,1327,127,39,65,0.339,0.625,0.812,0.386
BOOKKEEPER,22,random forest,best first,oversampling,no cost sensitive,1356,110,5,91,0.453,0.948,0.980,0.578
BOOKKEEPER,22,naive bayes,best first,oversampling,no cost sensitive,1302,164,40,56,0.255,0.583,0.829,0.294
BOOKKEEPER,22,ibk,best first,oversampling,no cost sensitive,1363,103,4,92,0.472,0.958,0.971,0.599
BOOKKEEPER,1,random forest,best first,oversampling,sensitive threshold,726,79,0,84,0.515,1.000,0.951,0.635
BOOKKEEPER,1,naive bayes,best first,oversampling,sensitive threshold,666,139,14,70,0.335,0.833,0.830,0.396
BOOKKEEPER,1,ibk,best first,oversampling,sensitive threshold,775,30,1,83,0.735,0.988,0.975,0.824
BOOKKEEPER,2,random forest,best first,oversampling,sensitive threshold,748,92,19,111,0.547,0.854,0.872,0.602
BOOKKEEPER,2,naive bayes,best first,oversampling,sensitive threshold,723,117,51,79,0.403,0.608,0.734,0.386
BOOKKEEPER,2,ibk,best first,oversampling,sensitive threshold,759,81,22,108,0.571,0.831,0.867,0.616
BOOKKEEPER,3,random forest,best first,oversampling,sensitive threshold,738,100,0,132,0.569,1.000,0.940,0.668
BOOKKEEPER,3,naive bayes,best first,oversampling,sensitive threshold,688,150,47,85,0.362,0.644,0.732,0.350
BOOKKEEPER,3,ibk,best first,oversampling,sensitive threshold,757,81,1,131,0.618,0.992,0.948,0.714
BOOKKEEPER,4,random forest,best first,oversampling,sensitive threshold,780,75,9,161,0.682,0.947,0.930,0.744
BOOKKEEPER,4,naive bayes,best first,oversampling,sensitive threshold,711,144,56,114,0.442,0.671,0.751,0.416
BOOKKEEPER,4,ibk,best first,oversampling,sensitive threshold,797,58,21,149,0.720,0.876,0.904,0.744
BOOKKEEPER,5,random forest,best first,oversampling,sensitive threshold,752,103,2,173,0.627,0.989,0.934,0.706
BOOKKEEPER,5,naive bayes,best first,oversampling,sensitive threshold,709,146,54,121,0.453,0.691,0.760,0.431
BOOKKEEPER,5,ibk,best first,oversampling,sensitive threshold,751,104,5,170,0.620,0.971,0.925,0.694
BOOKKEEPER,6,random forest,best first,oversampling,sensitive threshold,742,212,2,98,0.316,0.980,0.879,0.391
BOOKKEEPER,6,naive bayes,best first,oversampling,sensitive threshold,751,203,24,76,0.272,0.760,0.774,0.304
BOOKKEEPER,6,ibk,best first,oversampling,sensitive threshold,754,200,4,96,0.324,0.960,0.875,0.400
BOOKKEEPER,7,random forest,best first,oversampling,sensitive threshold,745,316,0,49,0.134,1.000,0.851,0.172
BOOKKEEPER,7,naive bayes,best first,oversampling,sensitive threshold,780,281,21,28,0.091,0.571,0.653,0.087
BOOKKEEPER,7,ibk,best first,oversampling,sensitive threshold,772,289,2,47,0.140,0.959,0.843,0.181
BOOKKEEPER,8,random forest,best first,oversampling,sensitive threshold,768,297,1,51,0.147,0.981,0.851,0.189
BOOKKEEPER,8,naive bayes,best first,oversampling,sensitive threshold,788,277,8,44,0.137,0.846,0.793,0.169
BOOKKEEPER,8,ibk,best first,oversampling,sensitive threshold,824,241,5,47,0.163,0.904,0.839,0.215
BOOKKEEPER,9,random forest,best first,oversampling,sensitive threshold,955,319,1,48,0.131,0.980,0.865,0.177
BOOKKEEPER,9,naive bayes,best first,oversampling,sensitive threshold,977,297,7,42,0.124,0.857,0.812,0.162
BOOKKEEPER,9,ibk,best first,oversampling,sensitive threshold,1014,260,11,38,0.128,0.776,0.786,0.166
BOOKKEEPER,10,random forest,best first,oversampling,sensitive threshold,1027,244,3,57,0.189,0.950,0.879,0.260
BOOKKEEPER,10,naive bayes,best first,oversampling,sensitive threshold,1084,187,9,51,0.214,0.850,0.851,0.291
BOOKKEEPER,10,ibk,best first,oversampling,sensitive threshold,1127,144,11,49,0.254,0.817,0.852,0.342
BOOKKEEPER,11,random forest,best first,oversampling,sensitive threshold,1006,301,3,64,0.175,0.955,0.862,0.233
BOOKKEEPER,11,naive bayes,best first,oversampling,sensitive threshold,994,313,10,57,0.154,0.851,0.806,0.194
BOOKKEEPER,11,ibk,best first,oversampling,sensitive threshold,1084,223,23,44,0.165,0.657,0.743,0.201
BOOKKEEPER,12,random forest,best first,oversampling,sensitive threshold,1012,294,1,70,0.192,0.986,0.880,0.258
BOOKKEEPER,12,naive bayes,best first,oversampling,sensitive threshold,1027,279,11,60,0.177,0.845,0.816,0.227
BOOKKEEPER,12,ibk,best first,oversampling,sensitive threshold,1090,216,4,67,0.237,0.944,0.889,0.323
BOOKKEEPER,13,random forest,best first,oversampling,sensitive threshold,1036,262,1,79,0.232,0.988,0.893,0.310
BOOKKEEPER,13,naive bayes,best first,oversampling,sensitive threshold,1066,232,16,64,0.216,0.800,0.811,0.274
BOOKKEEPER,13,ibk,best first,oversampling,sensitive threshold,1093,205,7,73,0.263,0.913,0.877,0.349
BOOKKEEPER,14,random forest,best first,oversampling,sensitive threshold,1137,164,3,78,0.322,0.963,0.918,0.433
BOOKKEEPER,14,naive bayes,best first,oversampling,sensitive threshold,1123,178,20,61,0.255,0.753,0.808,0.322
BOOKKEEPER,14,ibk,best first,oversampling,sensitive threshold,1241,60,10,71,0.542,0.877,0.915,0.644
BOOKKEEPER,15,random forest,best first,oversampling,sensitive threshold,1066,256,2,79,0.236,0.975,0.891,0.316
BOOKKEEPER,15,naive bayes,best first,oversampling,sensitive threshold,1099,223,17,64,0.223,0.790,0.811,0.283
BOOKKEEPER,15,ibk,best first,oversampling,sensitive threshold,1114,208,4,77,0.270,0.951,0.897,0.364
BOOKKEEPER,16,random forest,best first,oversampling,sensitive threshold,1189,144,0,78,0.351,1.000,0.946,0.477
BOOKKEEPER,16,naive bayes,best first,oversampling,sensitive threshold,1148,185,20,58,0.239,0.744,0.802,0.303
BOOKKEEPER,16,ibk,best first,oversampling,sensitive threshold,1263,70,3,75,0.517,0.962,0.955,0.647
BOOKKEEPER,17,random forest,best first,oversampling,sensitive threshold,1073,271,2,70,0.205,0.972,0.885,0.278
BOOKKEEPER,17,naive bayes,best first,oversampling,sensitive threshold,1119,225,11,61,0.213,0.847,0.840,0.282
BOOKKEEPER,17,ibk,best first,oversampling,sensitive threshold,1114,230,2,70,0.233,0.972,0.901,0.321
BOOKKEEPER,18,random forest,best first,oversampling,sensitive threshold,1199,109,27,81,0.426,0.750,0.833,0.494
BOOKKEEPER,18,naive bayes,best first,oversampling,sensitive threshold,1134,174,38,70,0.287,0.648,0.758,0.327
BOOKKEEPER,18,ibk,best first,oversampling,sensitive threshold,1251,57,32,76,0.571,0.704,0.830,0.597
BOOKKEEPER,19,random forest,best first,oversampling,sensitive threshold,1203,157,24,81,0.340,0.771,0.828,0.414
BOOKKEEPER,19,naive bayes,best first,oversampling,sensitive threshold,1182,178,36,69,0.279,0.657,0.763,0.324
BOOKKEEPER,19,ibk,best first,oversampling,sensitive threshold,1262,98,45,60,0.380,0.571,0.750,0.405
BOOKKEEPER,20,random forest,best first,oversampling,sensitive threshold,1186,200,7,122,0.379,0.946,0.901,0.477
BOOKKEEPER,20,naive bayes,best first,oversampling,sensitive threshold,1217,169,54,75,0.307,0.581,0.730,0.327
BOOKKEEPER,20,ibk,best first,oversampling,sensitive threshold,1295,91,27,102,0.528,0.791,0.863,0.592
BOOKKEEPER,21,random forest,best first,oversampling,sensitive threshold,1197,257,6,98,0.276,0.942,0.883,0.361
BOOKKEEPER,21,naive bayes,best first,oversampling,sensitive threshold,1284,170,46,58,0.254,0.558,0.720,0.284
BOOKKEEPER,21,ibk,best first,oversampling,sensitive threshold,1327,127,39,65,0.339,0.625,0.769,0.386
BOOKKEEPER,22,random forest,best first,oversampling,sensitive threshold,1223,243,2,94,0.279,0.979,0.907,0.374
BOOKKEEPER,22,naive bayes,best first,oversampling,sensitive threshold,1198,268,37,59,0.180,0.615,0.716,0.203
BOOKKEEPER,22,ibk,best first,oversampling,sensitive threshold,1358,108,4,92,0.460,0.958,0.942,0.587
BOOKKEEPER,1,random forest,best first,oversampling,sensitive learning,722,83,0,84,0.503,1.000,0.996,0.622
BOOKKEEPER,1,naive bayes,best first,oversampling,sensitive learning,666,139,14,70,0.335,0.833,0.924,0.396
BOOKKEEPER,1,ibk,best first,oversampling,sensitive learning,775,30,1,83,0.735,0.988,0.976,0.824
BOOKKEEPER,2,random forest,best first,oversampling,sensitive learning,744,96,20,110,0.534,0.846,0.928,0.587
BOOKKEEPER,2,naive bayes,best first,oversampling,sensitive learning,723,117,51,79,0.403,0.608,0.858,0.386
BOOKKEEPER,2,ibk,best first,oversampling,sensitive learning,759,81,22,108,0.571,0.831,0.939,0.616
BOOKKEEPER,3,random forest,best first,oversampling,sensitive learning,728,110,0,132,0.545,1.000,0.987,0.643
BOOKKEEPER,3,naive bayes,best first,oversampling,sensitive learning,688,150,47,85,0.362,0.644,0.861,0.350
BOOKKEEPER,3,ibk,best first,oversampling,sensitive learning,757,81,1,131,0.618,0.992,0.985,0.714
BOOKKEEPER,4,random forest,best first,oversampling,sensitive learning,744,111,8,162,0.593,0.953,0.966,0.662
BOOKKEEPER,4,naive bayes,best first,oversampling,sensitive learning,711,144,56,114,0.442,0.671,0.881,0.416
BOOKKEEPER,4,ibk,best first,oversampling,sensitive learning,797,58,21,149,0.720,0.876,0.971,0.744
BOOKKEEPER,5,random forest,best first,oversampling,sensitive learning,734,121,0,175,0.591,1.000,0.985,0.673
BOOKKEEPER,5,naive bayes,best first,oversampling,sensitive learning,709,146,54,121,0.453,0.691,0.886,0.431
BOOKKEEPER,5,ibk,best first,oversampling,sensitive learning,751,104,5,170,0.620,0.971,0.980,0.694
BOOKKEEPER,6,random forest,best first,oversampling,sensitive learning,734,220,1,99,0.310,0.990,0.935,0.383
BOOKKEEPER,6,naive bayes,best first,oversampling,sensitive learning,751,203,24,76,0.272,0.760,0.880,0.304
BOOKKEEPER,6,ibk,best first,oversampling,sensitive learning,754,200,4,96,0.324,0.960,0.917,0.400
BOOKKEEPER,7,random forest,best first,oversampling,sensitive learning,736,325,0,49,0.131,1.000,0.893,0.167
BOOKKEEPER,7,naive bayes,best first,oversampling,sensitive learning,780,281,21,28,0.091,0.571,0.789,0.087
BOOKKEEPER,7,ibk,best first,oversampling,sensitive learning,772,289,2,47,0.140,0.959,0.877,0.181
BOOKKEEPER,8,random forest,best first,oversampling,sensitive learning,760,305,1,51,0.143,0.981,0.924,0.184
BOOKKEEPER,8,naive bayes,best first,oversampling,sensitive learning,788,277,8,44,0.137,0.846,0.874,0.169
BOOKKEEPER,8,ibk,best first,oversampling,sensitive learning,824,241,5,47,0.163,0.904,0.905,0.215
BOOKKEEPER,9,random forest,best first,oversampling,sensitive learning,939,335,0,49,0.128,1.000,0.902,0.172
BOOKKEEPER,9,naive bayes,best first,oversampling,sensitive learning,977,297,7,42,0.124,0.857,0.910,0.162
BOOKKEEPER,9,ibk,best first,oversampling,sensitive learning,1014,260,11,38,0.128,0.776,0.891,0.166
BOOKKEEPER,10,random forest,best first,oversampling,sensitive learning,1083,188,5,55,0.226,0.917,0.965,0.313
BOOKKEEPER,10,naive bayes,best first,oversampling,sensitive learning,1084,187,9,51,0.214,0.850,0.930,0.291
BOOKKEEPER,10,ibk,best first,oversampling,sensitive learning,1127,144,11,49,0.254,0.817,0.918,0.342
BOOKKEEPER,11,random forest,best first,oversampling,sensitive learning,1004,303,4,63,0.172,0.940,0.880,0.227
BOOKKEEPER,11,naive bayes,best first,oversampling,sensitive learning,994,313,10,57,0.154,0.851,0.909,0.194
BOOKKEEPER,11,ibk,best first,oversampling,sensitive learning,1084,223,23,44,0.165,0.657,0.886,0.201
BOOKKEEPER,12,random forest,best first,oversampling,sensitive learning,998,308,1,70,0.185,0.986,0.975,0.246
BOOKKEEPER,12,naive bayes,best first,oversampling,sensitive learning,1027,279,11,60,0.177,0.845,0.913,0.227
BOOKKEEPER,12,ibk,best first,oversampling,sensitive learning,1090,216,4,67,0.237,0.944,0.955,0.323
BOOKKEEPER,13,random forest,best first,oversampling,sensitive learning,1015,283,2,78,0.216,0.975,0.963,0.286
BOOKKEEPER,13,naive bayes,best first,oversampling,sensitive learning,1066,232,16,64,0.216,0.800,0.912,0.274
BOOKKEEPER,13,ibk,best first,oversampling,sensitive learning,1093,205,7,73,0.263,0.913,0.964,0.349
BOOKKEEPER,14,random forest,best first,oversampling,sensitive learning,1125,176,5,76,0.302,0.938,0.979,0.404
BOOKKEEPER,14,naive bayes,best first,oversampling,sensitive learning,1123,178,20,61,0.255,0.753,0.891,0.322
BOOKKEEPER,14,ibk,best first,oversampling,sensitive learning,1241,60,10,71,0.542,0.877,0.976,0.644
BOOKKEEPER,15,random forest,best first,oversampling,sensitive learning,1044,278,2,79,0.221,0.975,0.974,0.294
BOOKKEEPER,15,naive bayes,best first,oversampling,sensitive learning,1099,223,17,64,0.223,0.790,0.907,0.283
BOOKKEEPER,15,ibk,best first,oversampling,sensitive learning,1114,208,4,77,0.270,0.951,0.979,0.364
BOOKKEEPER,16,random forest,best first,oversampling,sensitive learning,1183,150,0,78,0.342,1.000,0.995,0.466
BOOKKEEPER,16,naive bayes,best first,oversampling,sensitive learning,1148,185,20,58,0.239,0.744,0.902,0.303
BOOKKEEPER,16,ibk,best first,oversampling,sensitive learning,1263,70,3,75,0.517,0.962,0.988,0.647
BOOKKEEPER,17,random forest,best first,oversampling,sensitive learning,1060,284,2,70,0.198,0.972,0.983,0.267
BOOKKEEPER,17,naive bayes,best first,oversampling,sensitive learning,1119,225,11,61,0.213,0.847,0.925,0.282
BOOKKEEPER,17,ibk,best first,oversampling,sensitive learning,1114,230,2,70,0.233,0.972,0.982,0.321
BOOKKEEPER,18,random forest,best first,oversampling,sensitive learning,1200,108,21,87,0.446,0.806,0.960,0.528
BOOKKEEPER,18,naive bayes,best first,oversampling,sensitive learning,1134,174,38,70,0.287,0.648,0.856,0.327
BOOKKEEPER,18,ibk,best first,oversampling,sensitive learning,1251,57,32,76,0.571,0.704,0.934,0.597
BOOKKEEPER,19,random forest,best first,oversampling,sensitive learning,1258,102,30,75,0.424,0.714,0.918,0.486
BOOKKEEPER,19,naive bayes,best first,oversampling,sensitive learning,1182,178,36,69,0.279,0.657,0.908,0.324
BOOKKEEPER,19,ibk,best first,oversampling,sensitive learning,1262,98,45,60,0.380,0.571,0.866,0.405
BOOKKEEPER,20,random forest,best first,oversampling,sensitive learning,1203,183,11,118,0.392,0.915,0.958,0.488
BOOKKEEPER,20,naive bayes,best first,oversampling,sensitive learning,1217,169,54,75,0.307,0.581,0.837,0.327
BOOKKEEPER,20,ibk,best first,oversampling,sensitive learning,1295,91,27,102,0.528,0.791,0.935,0.592
BOOKKEEPER,21,random forest,best first,oversampling,sensitive learning,1266,188,16,88,0.319,0.846,0.937,0.406
BOOKKEEPER,21,naive bayes,best first,oversampling,sensitive learning,1284,170,46,58,0.254,0.558,0.866,0.284
BOOKKEEPER,21,ibk,best first,oversampling,sensitive learning,1327,127,39,65,0.339,0.625,0.812,0.386
BOOKKEEPER,22,random forest,best first,oversampling,sensitive learning,1235,231,2,94,0.289,0.979,0.986,0.389
BOOKKEEPER,22,naive bayes,best first,oversampling,sensitive learning,1198,268,37,59,0.180,0.615,0.829,0.203
BOOKKEEPER,22,ibk,best first,oversampling,sensitive learning,1358,108,4,92,0.460,0.958,0.971,0.587
BOOKKEEPER,1,random forest,best first,undersampling,no cost sensitive,740,65,0,84,0.564,1.000,0.989,0.683
BOOKKEEPER,1,naive bayes,best first,undersampling,no cost sensitive,748,57,22,62,0.521,0.738,0.924,0.562
BOOKKEEPER,1,ibk,best first,undersampling,no cost sensitive,725,80,0,84,0.512,1.000,0.946,0.631
BOOKKEEPER,2,random forest,best first,undersampling,no cost sensitive,779,61,21,109,0.641,0.838,0.931,0.678
BOOKKEEPER,2,naive bayes,best first,undersampling,no cost sensitive,755,85,64,66,0.437,0.508,0.870,0.381
BOOKKEEPER,2,ibk,best first,undersampling,no cost sensitive,779,61,22,108,0.639,0.831,0.926,0.673
BOOKKEEPER,3,random forest,best first,undersampling,no cost sensitive,772,66,3,129,0.662,0.977,0.980,0.748
BOOKKEEPER,3,naive bayes,best first,undersampling,no cost sensitive,749,89,64,68,0.433,0.515,0.859,0.379
BOOKKEEPER,3,ibk,best first,undersampling,no cost sensitive,779,59,3,129,0.686,0.977,0.969,0.769
BOOKKEEPER,4,random forest,best first,undersampling,no cost sensitive,793,62,14,156,0.716,0.918,0.961,0.759
BOOKKEEPER,4,naive bayes,best first,undersampling,no cost sensitive,739,116,76,94,0.448,0.553,0.882,0.381
BOOKKEEPER,4,ibk,best first,undersampling,no cost sensitive,795,60,18,152,0.717,0.894,0.956,0.750
BOOKKEEPER,5,random forest,best first,undersampling,no cost sensitive,786,69,3,172,0.714,0.983,0.983,0.785
BOOKKEEPER,5,naive bayes,best first,undersampling,no cost sensitive,741,114,75,100,0.467,0.571,0.885,0.402
BOOKKEEPER,5,ibk,best first,undersampling,no cost sensitive,789,66,3,172,0.723,0.983,0.973,0.792
BOOKKEEPER,6,random forest,best first,undersampling,no cost sensitive,792,162,7,93,0.365,0.930,0.937,0.449
BOOKKEEPER,6,naive bayes,best first,undersampling,no cost sensitive,825,129,42,58,0.310,0.580,0.884,0.320
BOOKKEEPER,6,ibk,best first,undersampling,no cost sensitive,801,153,7,93,0.378,0.930,0.912,0.465
BOOKKEEPER,7,random forest,best first,undersampling,no cost sensitive,801,260,3,46,0.150,0.939,0.884,0.198
BOOKKEEPER,7,naive bayes,best first,undersampling,no cost sensitive,844,217,24,25,0.103,0.510,0.789,0.106
BOOKKEEPER,7,ibk,best first,undersampling,no cost sensitive,813,248,4,45,0.154,0.918,0.861,0.203
BOOKKEEPER,8,random forest,best first,undersampling,no cost sensitive,836,229,7,45,0.164,0.865,0.919,0.215
BOOKKEEPER,8,naive bayes,best first,undersampling,no cost sensitive,917,148,20,32,0.178,0.615,0.874,0.219
BOOKKEEPER,8,ibk,best first,undersampling,no cost sensitive,840,225,7,45,0.167,0.865,0.886,0.218
BOOKKEEPER,9,random forest,best first,undersampling,no cost sensitive,994,280,6,43,0.133,0.878,0.902,0.178
